aligned_name,taxon_name,taxon_rank,taxonomic_status,taxonomic_dataset,taxon_name_alternatives,genus,family,binomial,trinomial,taxon_distribution,establishment_means,scientific_name,taxon_id,taxon_id_genus,taxon_id_family,scientific_name_id,aligned_name_taxon_id,aligned_name_taxonomic_status
Daviesia pleurophylla,Daviesia pleurophylla,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia pleurophylla,NA,WA,native,Daviesia pleurophylla Crisp,https://id.biodiversity.org.au/node/apni/2886498,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/154779,https://id.biodiversity.org.au/node/apni/2886498,accepted
Daviesia podophylla,Daviesia podophylla,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia podophylla,NA,WA,native,Daviesia podophylla Crisp,https://id.biodiversity.org.au/taxon/apni/51435951,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83367,https://id.biodiversity.org.au/taxon/apni/51435951,accepted
Daviesia polyphylla,Daviesia polyphylla,species,accepted,APC,Daviesia asperula subsp. asperula (pro parte misapplied),Daviesia,Fabaceae,Daviesia polyphylla,NA,WA,native,Daviesia polyphylla Benth. ex Lindl.,https://id.biodiversity.org.au/node/apni/2904553,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83376,NA,NA
Daviesia preissii,Daviesia preissii,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia preissii,NA,WA,native,Daviesia preissii Meisn.,https://id.biodiversity.org.au/node/apni/2907933,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83385,https://id.biodiversity.org.au/node/apni/2907933,accepted
Daviesia pseudaphylla,Daviesia pseudaphylla,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia pseudaphylla,NA,WA,native,Daviesia pseudaphylla Crisp,https://id.biodiversity.org.au/node/apni/2917692,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/135799,https://id.biodiversity.org.au/node/apni/2917692,accepted
Daviesia pteroclada,Daviesia pteroclada,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia pteroclada,NA,WA,native,Daviesia pteroclada Crisp,https://id.biodiversity.org.au/node/apni/2913506,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/135786,https://id.biodiversity.org.au/node/apni/2913506,accepted
Daviesia pubigera,Daviesia pubigera,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia pubigera,NA,NSW,native,Daviesia pubigera A.Cunn. ex Benth.,https://id.biodiversity.org.au/taxon/apni/51285540,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83405,https://id.biodiversity.org.au/taxon/apni/51285540,accepted
Daviesia purpurascens,Daviesia purpurascens,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia purpurascens,NA,WA,native,Daviesia purpurascens Crisp,https://id.biodiversity.org.au/node/apni/2905016,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83430,https://id.biodiversity.org.au/node/apni/2905016,accepted
Daviesia quadrilatera,Daviesia quadrilatera,species,accepted,APC,Daviesia podophylla (pro parte misapplied),Daviesia,Fabaceae,Daviesia quadrilatera,NA,WA,native,Daviesia quadrilatera Benth. ex Lindl.,https://id.biodiversity.org.au/node/apni/2901187,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83443,NA,NA
Daviesia quoquoversus,Daviesia quoquoversus,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia quoquoversus,NA,Qld,native,Daviesia quoquoversus Crisp,https://id.biodiversity.org.au/node/apni/2912382,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/118108,https://id.biodiversity.org.au/node/apni/2912382,accepted
Daviesia ramosissima,Daviesia ramosissima,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia ramosissima,NA,WA,native,Daviesia ramosissima Crisp,https://id.biodiversity.org.au/node/apni/2890252,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/152700,https://id.biodiversity.org.au/node/apni/2890252,accepted
Daviesia reclinata,Daviesia reclinata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia reclinata,NA,"WA, NT, Qld",native,Daviesia reclinata A.Cunn. ex Benth.,https://id.biodiversity.org.au/node/apni/2900248,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83477,https://id.biodiversity.org.au/node/apni/2900248,accepted
Daviesia retrorsa,Daviesia retrorsa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia retrorsa,NA,WA,native,Daviesia retrorsa Crisp,https://id.biodiversity.org.au/node/apni/2889915,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/154780,https://id.biodiversity.org.au/node/apni/2889915,accepted
Daviesia rhizomata,Daviesia rhizomata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia rhizomata,NA,WA,native,Daviesia rhizomata Crisp,https://id.biodiversity.org.au/node/apni/2916246,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/139374,https://id.biodiversity.org.au/node/apni/2916246,accepted
Daviesia rhombifolia,Daviesia rhombifolia,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia rhombifolia,NA,WA,native,Daviesia rhombifolia Meisn.,https://id.biodiversity.org.au/node/apni/2907556,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83529,https://id.biodiversity.org.au/node/apni/2907556,accepted
Daviesia rubiginosa,Daviesia rubiginosa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia rubiginosa,NA,WA,native,Daviesia rubiginosa Crisp,https://id.biodiversity.org.au/node/apni/2910853,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/139373,https://id.biodiversity.org.au/node/apni/2910853,accepted
Daviesia sarissa,Daviesia sarissa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia sarissa,NA,WA,native,Daviesia sarissa Crisp,https://id.biodiversity.org.au/node/apni/2911952,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/153792,https://id.biodiversity.org.au/node/apni/2911952,accepted
Daviesia scabrella,Daviesia scabrella,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia scabrella,NA,WA,native,Daviesia scabrella Crisp,https://id.biodiversity.org.au/taxon/apni/51435953,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/8914323,https://id.biodiversity.org.au/taxon/apni/51435953,accepted
Daviesia schwarzenegger,Daviesia schwarzenegger,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia schwarzenegger,NA,"SA, NSW, Vic",native,Daviesia schwarzenegger Crisp & L.G.Cook,https://id.biodiversity.org.au/taxon/apni/51435955,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/8913341,https://id.biodiversity.org.au/taxon/apni/51435955,accepted
Daviesia scoparia,Daviesia scoparia,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia scoparia,NA,WA,native,Daviesia scoparia Crisp,https://id.biodiversity.org.au/node/apni/2887645,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/123338,https://id.biodiversity.org.au/node/apni/2887645,accepted
Daviesia sejugata,Daviesia sejugata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia sejugata,NA,"SA, Tas",native,Daviesia sejugata G.Chandler & Crisp,https://id.biodiversity.org.au/node/apni/2886587,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/137009,https://id.biodiversity.org.au/node/apni/2886587,accepted
Daviesia smithiorum,Daviesia smithiorum,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia smithiorum,NA,WA,native,Daviesia smithiorum Crisp,https://id.biodiversity.org.au/node/apni/2910862,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/135800,https://id.biodiversity.org.au/node/apni/2910862,accepted
Daviesia speciosa,Daviesia speciosa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia speciosa,NA,WA,native,Daviesia speciosa Crisp,https://id.biodiversity.org.au/node/apni/2897366,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/139377,https://id.biodiversity.org.au/node/apni/2897366,accepted
Daviesia spinosissima,Daviesia spinosissima,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia spinosissima,NA,WA,native,Daviesia spinosissima Meisn.,https://id.biodiversity.org.au/node/apni/2910885,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83556,https://id.biodiversity.org.au/node/apni/2910885,accepted
Daviesia spiralis,Daviesia spiralis,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia spiralis,NA,WA,native,Daviesia spiralis Crisp,https://id.biodiversity.org.au/node/apni/2902414,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83565,https://id.biodiversity.org.au/node/apni/2902414,accepted
Daviesia squarrosa,Daviesia squarrosa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia squarrosa,NA,"Qld, NSW",native,Daviesia squarrosa Sm.,https://id.biodiversity.org.au/node/apni/2896489,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83571,https://id.biodiversity.org.au/node/apni/2896489,accepted
Daviesia squarrosa var. squarrosa,Daviesia squarrosa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia squarrosa,NA,"Qld, NSW",native,Daviesia squarrosa Sm.,https://id.biodiversity.org.au/node/apni/2896489,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83571,https://id.biodiversity.org.au/instance/apni/951487,nomenclatural synonym
Daviesia striata,Daviesia striata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia striata,NA,WA,native,Daviesia striata Turcz.,https://id.biodiversity.org.au/node/apni/2891869,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83611,https://id.biodiversity.org.au/node/apni/2891869,accepted
Daviesia stricta,Daviesia stricta,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia stricta,NA,SA,native,Daviesia stricta Crisp,https://id.biodiversity.org.au/node/apni/2893682,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83619,https://id.biodiversity.org.au/node/apni/2893682,accepted
Daviesia suaveolens,Daviesia suaveolens,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia suaveolens,NA,NSW,native,Daviesia suaveolens Crisp,https://id.biodiversity.org.au/node/apni/2903984,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/117387,https://id.biodiversity.org.au/node/apni/2903984,accepted
Daviesia sp. Subulata (T.R.Lally & B.J.Lepschi 1091),Daviesia subulata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia subulata,NA,WA,native,Daviesia subulata Crisp & G.Chandler,https://id.biodiversity.org.au/taxon/apni/51435960,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/7136803,https://id.biodiversity.org.au/instance/apni/51435957,taxonomic synonym
Daviesia subulata,Daviesia subulata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia subulata,NA,WA,native,Daviesia subulata Crisp & G.Chandler,https://id.biodiversity.org.au/taxon/apni/51435960,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/7136803,https://id.biodiversity.org.au/taxon/apni/51435960,accepted
Daviesia teretifolia,Daviesia teretifolia,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia teretifolia,NA,WA,native,Daviesia teretifolia R.Br. ex Benth.,https://id.biodiversity.org.au/node/apni/2903816,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83622,https://id.biodiversity.org.au/node/apni/2903816,accepted
Daviesia tortuosa,Daviesia tortuosa,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia tortuosa,NA,WA,native,Daviesia tortuosa Crisp,https://id.biodiversity.org.au/node/apni/2908190,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/139071,https://id.biodiversity.org.au/node/apni/2908190,accepted
Daviesia triflora,Daviesia triflora,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia triflora,NA,WA,native,Daviesia triflora Crisp,https://id.biodiversity.org.au/node/apni/2889771,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83640,https://id.biodiversity.org.au/node/apni/2889771,accepted
Daviesia trigonophylla,Daviesia trigonophylla,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia trigonophylla,NA,WA,native,Daviesia trigonophylla Meisn.,https://id.biodiversity.org.au/node/apni/2888916,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83646,https://id.biodiversity.org.au/node/apni/2888916,accepted
Daviesia ulicifolia,Daviesia ulicifolia,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia ulicifolia,NA,"WA, Qld, NSW, Vic, Tas",native,Daviesia ulicifolia Andrews,https://id.biodiversity.org.au/taxon/apni/51435983,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83653,https://id.biodiversity.org.au/taxon/apni/51435983,accepted
Daviesia umbellulata,Daviesia umbellulata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia umbellulata,NA,"Qld, NSW",native,Daviesia umbellulata Sm.,https://id.biodiversity.org.au/node/apni/4246985,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83743,https://id.biodiversity.org.au/node/apni/4246985,accepted
Daviesia umbonata,Daviesia umbonata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia umbonata,NA,WA,native,Daviesia umbonata Crisp & G.Chandler,https://id.biodiversity.org.au/node/apni/2896462,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/154933,https://id.biodiversity.org.au/node/apni/2896462,accepted
Daviesia uncinata,Daviesia uncinata,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia uncinata,NA,WA,native,Daviesia uncinata Crisp,https://id.biodiversity.org.au/node/apni/2902742,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/139375,https://id.biodiversity.org.au/node/apni/2902742,accepted
Daviesia uniflora,Daviesia uniflora,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia uniflora,NA,WA,native,Daviesia uniflora D.A.Herb.,https://id.biodiversity.org.au/node/apni/2912220,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83791,https://id.biodiversity.org.au/node/apni/2912220,accepted
Daviesia squarrosa var. villifera,Daviesia villifera,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia villifera,NA,"Qld, NSW",native,Daviesia villifera A.Cunn. ex Benth.,https://id.biodiversity.org.au/taxon/apni/51285553,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83806,https://id.biodiversity.org.au/instance/apni/51285550,nomenclatural synonym
Daviesia villifera,Daviesia villifera,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia villifera,NA,"Qld, NSW",native,Daviesia villifera A.Cunn. ex Benth.,https://id.biodiversity.org.au/taxon/apni/51285553,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83806,https://id.biodiversity.org.au/taxon/apni/51285553,accepted
Daviesia wyattiana,Daviesia wyattiana,species,accepted,APC,NA,Daviesia,Fabaceae,Daviesia wyattiana,NA,"Qld, NSW, Vic",native,Daviesia wyattiana F.M.Bailey,https://id.biodiversity.org.au/node/apni/7226847,https://id.biodiversity.org.au/taxon/apni/51461520,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/83837,https://id.biodiversity.org.au/node/apni/7226847,accepted
Doryphora aromatica,Doryphora aromatica,species,accepted,APC,NA,Doryphora,Atherospermataceae,Doryphora aromatica,NA,Qld,native,Doryphora aromatica (F.M.Bailey) L.S.Sm.,https://id.biodiversity.org.au/node/apni/2886370,https://id.biodiversity.org.au/node/apni/2905910,https://id.biodiversity.org.au/node/apni/6733651,https://id.biodiversity.org.au/name/apni/86051,https://id.biodiversity.org.au/node/apni/2886370,accepted
Dysoxylum alliaceum,Dysoxylum alliaceum,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum alliaceum,NA,Qld,native,Dysoxylum alliaceum (Blume) Blume ex A.Juss.,https://id.biodiversity.org.au/node/apni/2903365,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/116377,https://id.biodiversity.org.au/node/apni/2903365,accepted
Dysoxylum arborescens,Dysoxylum arborescens,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum arborescens,NA,Qld,native,Dysoxylum arborescens (Blume) Miq.,https://id.biodiversity.org.au/node/apni/2917101,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/97213,https://id.biodiversity.org.au/node/apni/2917101,accepted
Dysoxylum papuanum,Dysoxylum papuanum,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum papuanum,NA,Qld,native,Dysoxylum papuanum (Merr. & L.M.Perry) Mabb.,https://id.biodiversity.org.au/node/apni/2897130,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/116990,https://id.biodiversity.org.au/node/apni/2897130,accepted
Dysoxylum parasiticum,Dysoxylum parasiticum,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum parasiticum,NA,Qld,native,Dysoxylum parasiticum (Osbeck) Kosterm.,https://id.biodiversity.org.au/node/apni/2906578,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/215229,https://id.biodiversity.org.au/node/apni/2906578,accepted
Dysoxylum schiffneri,Dysoxylum parasiticum,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum parasiticum,NA,Qld,native,Dysoxylum parasiticum (Osbeck) Kosterm.,https://id.biodiversity.org.au/node/apni/2906578,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/215229,https://id.biodiversity.org.au/instance/apni/872977,taxonomic synonym
Dysoxylum pettigrewianum,Dysoxylum pettigrewianum,species,accepted,APC,NA,Dysoxylum,Meliaceae,Dysoxylum pettigrewianum,NA,Qld,native,Dysoxylum pettigrewianum F.M.Bailey,https://id.biodiversity.org.au/node/apni/2918614,https://id.biodiversity.org.au/node/apni/9261144,https://id.biodiversity.org.au/node/apni/9261145,https://id.biodiversity.org.au/name/apni/97519,https://id.biodiversity.org.au/node/apni/2918614,accepted
Elaeocarpus angustifolius,Elaeocarpus angustifolius,species,accepted,APC,Elaeocarpus grandis (pro parte misapplied),Elaeocarpus,Elaeocarpaceae,Elaeocarpus angustifolius,NA,NT,native,Elaeocarpus angustifolius Blume,https://id.biodiversity.org.au/node/apni/2909850,https://id.biodiversity.org.au/taxon/apni/51435153,https://id.biodiversity.org.au/taxon/apni/51632282,https://id.biodiversity.org.au/name/apni/115318,NA,NA
Emmenosperma cunninghamii,Emmenosperma cunninghamii,species,accepted,APC,NA,Emmenosperma,Rhamnaceae,Emmenosperma cunninghamii,NA,"WA, NT, Qld",native,Emmenosperma cunninghamii Benth.,https://id.biodiversity.org.au/node/apni/2914673,https://id.biodiversity.org.au/taxon/apni/51293861,https://id.biodiversity.org.au/taxon/apni/51446206,https://id.biodiversity.org.au/name/apni/66731,https://id.biodiversity.org.au/node/apni/2914673,accepted
Endiandra insignis,Endiandra insignis,species,accepted,APC,NA,Endiandra,Lauraceae,Endiandra insignis,NA,Qld,native,Endiandra insignis (F.M.Bailey) F.M.Bailey,https://id.biodiversity.org.au/node/apni/2894432,https://id.biodiversity.org.au/taxon/apni/51438414,https://id.biodiversity.org.au/taxon/apni/51438397,https://id.biodiversity.org.au/name/apni/111853,https://id.biodiversity.org.au/node/apni/2894432,accepted
Endiandra leptodendron,Endiandra leptodendron,species,accepted,APC,NA,Endiandra,Lauraceae,Endiandra leptodendron,NA,Qld,native,Endiandra leptodendron B.Hyland,https://id.biodiversity.org.au/node/apni/2910725,https://id.biodiversity.org.au/taxon/apni/51438414,https://id.biodiversity.org.au/taxon/apni/51438397,https://id.biodiversity.org.au/name/apni/111888,https://id.biodiversity.org.au/node/apni/2910725,accepted
Endiandra microneura,Endiandra microneura,species,accepted,APC,NA,Endiandra,Lauraceae,Endiandra microneura,NA,Qld,native,Endiandra microneura C.T.White,https://id.biodiversity.org.au/node/apni/2899314,https://id.biodiversity.org.au/taxon/apni/51438414,https://id.biodiversity.org.au/taxon/apni/51438397,https://id.biodiversity.org.au/name/apni/111949,https://id.biodiversity.org.au/node/apni/2899314,accepted
Entada phaseoloides,Entada phaseoloides,species,accepted,APC,NA,Entada,Fabaceae,Entada phaseoloides,NA,Qld,native,Entada phaseoloides (L.) Merr.,https://id.biodiversity.org.au/node/apni/2914070,https://id.biodiversity.org.au/node/apni/7383585,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/113598,https://id.biodiversity.org.au/node/apni/2914070,accepted
Entada scandens,Entada phaseoloides,species,accepted,APC,NA,Entada,Fabaceae,Entada phaseoloides,NA,Qld,native,Entada phaseoloides (L.) Merr.,https://id.biodiversity.org.au/node/apni/2914070,https://id.biodiversity.org.au/node/apni/7383585,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/113598,https://id.biodiversity.org.au/instance/apni/796755,nomenclatural synonym
Epipremnum pinnatum,Epipremnum pinnatum,species,accepted,APC,NA,Epipremnum,Araceae,Epipremnum pinnatum,NA,Qld,native,Epipremnum pinnatum (L.) Engl.,https://id.biodiversity.org.au/taxon/apni/51736744,https://id.biodiversity.org.au/taxon/apni/51736745,https://id.biodiversity.org.au/taxon/apni/51736736,https://id.biodiversity.org.au/name/apni/107087,https://id.biodiversity.org.au/taxon/apni/51736744,accepted
Eustrephus latifolius,Eustrephus latifolius,species,accepted,APC,NA,Eustrephus,Asparagaceae,Eustrephus latifolius,NA,"Qld, NSW, Vic",native,Eustrephus latifolius R.Br.,https://id.biodiversity.org.au/node/apni/2908770,https://id.biodiversity.org.au/node/apni/2911399,https://id.biodiversity.org.au/taxon/apni/51737651,https://id.biodiversity.org.au/name/apni/88477,https://id.biodiversity.org.au/node/apni/2908770,accepted
Eustrephus latifolius subsp. angustifolius,Eustrephus latifolius,species,accepted,APC,NA,Eustrephus,Asparagaceae,Eustrephus latifolius,NA,"Qld, NSW, Vic",native,Eustrephus latifolius R.Br.,https://id.biodiversity.org.au/node/apni/2908770,https://id.biodiversity.org.au/node/apni/2911399,https://id.biodiversity.org.au/taxon/apni/51737651,https://id.biodiversity.org.au/name/apni/88477,https://id.biodiversity.org.au/instance/apni/852337,taxonomic synonym
Eustrephus latifolius var. angustifolius,Eustrephus latifolius,species,accepted,APC,NA,Eustrephus,Asparagaceae,Eustrephus latifolius,NA,"Qld, NSW, Vic",native,Eustrephus latifolius R.Br.,https://id.biodiversity.org.au/node/apni/2908770,https://id.biodiversity.org.au/node/apni/2911399,https://id.biodiversity.org.au/taxon/apni/51737651,https://id.biodiversity.org.au/name/apni/88477,https://id.biodiversity.org.au/instance/apni/852335,taxonomic synonym
Eustrephus latifolius var. latifolius,Eustrephus latifolius,species,accepted,APC,NA,Eustrephus,Asparagaceae,Eustrephus latifolius,NA,"Qld, NSW, Vic",native,Eustrephus latifolius R.Br.,https://id.biodiversity.org.au/node/apni/2908770,https://id.biodiversity.org.au/node/apni/2911399,https://id.biodiversity.org.au/taxon/apni/51737651,https://id.biodiversity.org.au/name/apni/88477,https://id.biodiversity.org.au/instance/apni/852354,nomenclatural synonym
Ficus destruens,Ficus destruens,species,accepted,APC,NA,Ficus,Moraceae,Ficus destruens,NA,Qld,native,Ficus destruens F.Muell. ex C.T.White,https://id.biodiversity.org.au/node/apni/2916926,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/90807,https://id.biodiversity.org.au/node/apni/2916926,accepted
Ficus glomerata,Ficus racemosa,species,accepted,APC,NA,Ficus,Moraceae,Ficus racemosa,NA,"WA, NT, Qld",native,Ficus racemosa L.,https://id.biodiversity.org.au/node/apni/2900201,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/92534,https://id.biodiversity.org.au/instance/apni/834965,taxonomic synonym
Ficus racemosa,Ficus racemosa,species,accepted,APC,NA,Ficus,Moraceae,Ficus racemosa,NA,"WA, NT, Qld",native,Ficus racemosa L.,https://id.biodiversity.org.au/node/apni/2900201,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/92534,https://id.biodiversity.org.au/node/apni/2900201,accepted
